# LET [MeV/cm], E [MeV], beta 
22.2663,24.1842,0.223542
22.2476,24.2091,0.223653
22.229,24.234,0.223764
22.2104,24.2589,0.223874
22.1919,24.2838,0.223985
22.1734,24.3087,0.224095
22.1549,24.3336,0.224206
22.1365,24.3585,0.224316
22.118,24.3834,0.224426
22.0997,24.4083,0.224537
22.0813,24.4332,0.224647
22.063,24.4581,0.224757
22.0447,24.483,0.224867
22.0265,24.508,0.224977
22.0083,24.5329,0.225087
21.9901,24.5578,0.225197
21.972,24.5827,0.225306
21.9539,24.6076,0.225416
21.9358,24.6325,0.225526
21.9178,24.6574,0.225635
21.8998,24.6823,0.225745
21.8818,24.7072,0.225854
21.8639,24.7321,0.225964
21.846,24.757,0.226073
21.8281,24.7819,0.226182
21.8102,24.8068,0.226291
21.7924,24.8317,0.226401
21.7747,24.8566,0.22651
21.7569,24.8815,0.226619
21.7392,24.9064,0.226728
21.7215,24.9313,0.226837
21.7039,24.9562,0.226945
21.6863,24.9811,0.227054
21.6687,25.006,0.227163
21.6511,25.0309,0.227272
21.6336,25.0558,0.22738
21.6161,25.0807,0.227489
21.5987,25.1056,0.227597
21.5813,25.1305,0.227706
21.5639,25.1554,0.227814
21.5465,25.1803,0.227922
21.5292,25.2052,0.228031
21.5119,25.2301,0.228139
21.4946,25.255,0.228247
21.4774,25.2799,0.228355
21.4602,25.3048,0.228463
21.443,25.3297,0.228571
21.4259,25.3546,0.228679
21.4088,25.3795,0.228787
21.3917,25.4044,0.228894
21.3746,25.4293,0.229002
21.3576,25.4542,0.22911
21.3406,25.4791,0.229217
21.3237,25.5041,0.229325
21.3067,25.529,0.229432
21.2899,25.5539,0.22954
21.273,25.5788,0.229647
21.2561,25.6037,0.229754
21.2393,25.6286,0.229862
21.2226,25.6535,0.229969
21.2058,25.6784,0.230076
21.1891,25.7033,0.230183
21.1724,25.7282,0.23029
21.1557,25.7531,0.230397
21.1391,25.778,0.230504
21.1225,25.8029,0.230611
21.1059,25.8278,0.230717
21.0894,25.8527,0.230824
21.0729,25.8776,0.230931
21.0564,25.9025,0.231037
21.04,25.9274,0.231144
21.0235,25.9523,0.23125
21.0071,25.9772,0.231357
20.9908,26.0021,0.231463
20.9744,26.027,0.23157
20.9581,26.0519,0.231676
20.9418,26.0768,0.231782
20.9256,26.1017,0.231888
20.9093,26.1266,0.231994
20.8932,26.1515,0.2321
20.877,26.1764,0.232206
20.8608,26.2013,0.232312
20.8447,26.2262,0.232418
20.8286,26.2511,0.232524
20.8126,26.276,0.23263
20.7966,26.3009,0.232735
20.7806,26.3258,0.232841
20.7646,26.3507,0.232946
20.7486,26.3756,0.233052
20.7327,26.4005,0.233157
20.7168,26.4254,0.233263
20.701,26.4503,0.233368
20.6851,26.4752,0.233474
20.6693,26.5002,0.233579
20.6535,26.5251,0.233684
20.6378,26.55,0.233789
20.622,26.5749,0.233894
20.6063,26.5998,0.233999
20.5907,26.6247,0.234104
20.575,26.6496,0.234209
20.5594,26.6745,0.234314
20.5438,26.6994,0.234419
20.5282,26.7243,0.234523
20.5127,26.7492,0.234628
20.4972,26.7741,0.234733
20.4817,26.799,0.234837
20.4662,26.8239,0.234942
20.4508,26.8488,0.235046
20.4354,26.8737,0.235151
20.42,26.8986,0.235255
20.4046,26.9235,0.235359
20.3893,26.9484,0.235464
20.374,26.9733,0.235568
20.3587,26.9982,0.235672
20.3435,27.0231,0.235776
20.3282,27.048,0.23588
20.313,27.0729,0.235984
20.2979,27.0978,0.236088
20.2827,27.1227,0.236192
20.2676,27.1476,0.236296
20.2525,27.1725,0.2364
20.2374,27.1974,0.236503
20.2224,27.2223,0.236607
20.2073,27.2472,0.236711
20.1923,27.2721,0.236814
20.1774,27.297,0.236918
20.1624,27.3219,0.237021
20.1475,27.3468,0.237124
20.1326,27.3717,0.237228
20.1177,27.3966,0.237331
20.1029,27.4215,0.237434
20.088,27.4464,0.237538
20.0732,27.4713,0.237641
20.0585,27.4962,0.237744
20.0437,27.5212,0.237847
20.029,27.5461,0.23795
20.0143,27.571,0.238053
19.9996,27.5959,0.238156
19.9849,27.6208,0.238258
19.9703,27.6457,0.238361
19.9557,27.6706,0.238464
19.9411,27.6955,0.238566
19.9266,27.7204,0.238669
19.912,27.7453,0.238772
19.8975,27.7702,0.238874
19.883,27.7951,0.238977
19.8686,27.82,0.239079
19.8541,27.8449,0.239181
19.8397,27.8698,0.239284
19.8253,27.8947,0.239386
19.811,27.9196,0.239488
19.7966,27.9445,0.23959
19.7823,27.9694,0.239692
19.768,27.9943,0.239794
19.7537,28.0192,0.239896
19.7395,28.0441,0.239998
19.7252,28.069,0.2401
19.711,28.0939,0.240202
19.6969,28.1188,0.240304
19.6827,28.1437,0.240405
19.6686,28.1686,0.240507
19.6544,28.1935,0.240609
19.6404,28.2184,0.24071
19.6263,28.2433,0.240812
19.6122,28.2682,0.240913
19.5982,28.2931,0.241015
19.5842,28.318,0.241116
19.5702,28.3429,0.241217
19.5563,28.3678,0.241319
19.5424,28.3927,0.24142
19.5284,28.4176,0.241521
19.5146,28.4425,0.241622
19.5007,28.4674,0.241723
19.4868,28.4923,0.241824
19.473,28.5173,0.241925
19.4592,28.5422,0.242026
19.4454,28.5671,0.242127
19.4317,28.592,0.242228
19.418,28.6169,0.242329
19.4042,28.6418,0.242429
19.3906,28.6667,0.24253
19.3769,28.6916,0.242631
19.3632,28.7165,0.242731
19.3496,28.7414,0.242832
19.336,28.7663,0.242932
19.3224,28.7912,0.243033
19.3089,28.8161,0.243133
19.2953,28.841,0.243233
19.2818,28.8659,0.243334
19.2683,28.8908,0.243434
19.2549,28.9157,0.243534
19.2414,28.9406,0.243634
19.228,28.9655,0.243734
19.2146,28.9904,0.243834
19.2012,29.0153,0.243934
19.1878,29.0402,0.244034
19.1745,29.0651,0.244134
19.1611,29.09,0.244234
19.1478,29.1149,0.244334
19.1345,29.1398,0.244434
19.1213,29.1647,0.244533
19.108,29.1896,0.244633
19.0948,29.2145,0.244732
19.0816,29.2394,0.244832
19.0684,29.2643,0.244931
19.0553,29.2892,0.245031
19.0421,29.3141,0.24513
19.029,29.339,0.24523
19.0159,29.3639,0.245329
19.0028,29.3888,0.245428
18.9898,29.4137,0.245527
18.9767,29.4386,0.245627
18.9637,29.4635,0.245726
18.9507,29.4884,0.245825
18.9377,29.5134,0.245924
18.9248,29.5383,0.246023
18.9118,29.5632,0.246122
18.8989,29.5881,0.246221
18.886,29.613,0.246319
18.8732,29.6379,0.246418
18.8603,29.6628,0.246517
18.8475,29.6877,0.246616
18.8346,29.7126,0.246714
18.8218,29.7375,0.246813
18.8091,29.7624,0.246911
18.7963,29.7873,0.24701
18.7836,29.8122,0.247108
18.7708,29.8371,0.247207
18.7581,29.862,0.247305
18.7455,29.8869,0.247403
18.7328,29.9118,0.247502
18.7202,29.9367,0.2476
18.7075,29.9616,0.247698
18.6949,29.9865,0.247796
18.6823,30.0114,0.247894
18.6698,30.0363,0.247992
18.6572,30.0612,0.24809
18.6447,30.0861,0.248188
18.6322,30.111,0.248286
18.6197,30.1359,0.248384
18.6072,30.1608,0.248482
18.5948,30.1857,0.24858
18.5823,30.2106,0.248677
18.5699,30.2355,0.248775
18.5575,30.2604,0.248873
18.5452,30.2853,0.24897
18.5328,30.3102,0.249068
18.5205,30.3351,0.249165
18.5081,30.36,0.249263
18.4958,30.3849,0.24936
18.4835,30.4098,0.249457
18.4713,30.4347,0.249555
18.459,30.4596,0.249652
18.4468,30.4845,0.249749
18.4346,30.5095,0.249846
18.4224,30.5344,0.249943
18.4102,30.5593,0.25004
18.3981,30.5842,0.250138
18.3859,30.6091,0.250234
18.3738,30.634,0.250331
18.3617,30.6589,0.250428
18.3496,30.6838,0.250525
18.3376,30.7087,0.250622
18.3255,30.7336,0.250719
18.3135,30.7585,0.250815
18.3015,30.7834,0.250912
18.2895,30.8083,0.251009
18.2775,30.8332,0.251105
18.2655,30.8581,0.251202
18.2536,30.883,0.251298
18.2417,30.9079,0.251395
18.2298,30.9328,0.251491
18.2179,30.9577,0.251588
18.206,30.9826,0.251684
18.1942,31.0075,0.25178
18.1823,31.0324,0.251876
18.1705,31.0573,0.251973
18.1587,31.0822,0.252069
18.1469,31.1071,0.252165
18.1352,31.132,0.252261
18.1234,31.1569,0.252357
18.1117,31.1818,0.252453
18.1,31.2067,0.252549
18.0883,31.2316,0.252645
18.0766,31.2565,0.25274
18.0649,31.2814,0.252836
18.0533,31.3063,0.252932
18.0417,31.3312,0.253028
18.03,31.3561,0.253123
18.0184,31.381,0.253219
18.0069,31.4059,0.253314
17.9953,31.4308,0.25341
17.9838,31.4557,0.253505
17.9722,31.4806,0.253601
17.9607,31.5056,0.253696
17.9492,31.5305,0.253792
17.9378,31.5554,0.253887
17.9263,31.5803,0.253982
17.9149,31.6052,0.254077
17.9034,31.6301,0.254173
17.892,31.655,0.254268
17.8806,31.6799,0.254363
17.8692,31.7048,0.254458
17.8579,31.7297,0.254553
17.8465,31.7546,0.254648
17.8352,31.7795,0.254743
17.8239,31.8044,0.254838
17.8126,31.8293,0.254932
17.8013,31.8542,0.255027
17.79,31.8791,0.255122
17.7788,31.904,0.255217
17.7676,31.9289,0.255311
17.7564,31.9538,0.255406
17.7452,31.9787,0.255501
17.734,32.0036,0.255595
17.7228,32.0285,0.25569
17.7116,32.0534,0.255784
17.7005,32.0783,0.255878
17.6894,32.1032,0.255973
17.6783,32.1281,0.256067
17.6672,32.153,0.256161
17.6561,32.1779,0.256256
17.6451,32.2028,0.25635
17.634,32.2277,0.256444
17.623,32.2526,0.256538
17.612,32.2775,0.256632
17.601,32.3024,0.256726
17.59,32.3273,0.25682
17.5791,32.3522,0.256914
17.5681,32.3771,0.257008
17.5572,32.402,0.257102
17.5463,32.4269,0.257196
17.5354,32.4518,0.257289
17.5245,32.4767,0.257383
17.5136,32.5017,0.257477
17.5027,32.5266,0.257571
17.4919,32.5515,0.257664
17.4811,32.5764,0.257758
17.4703,32.6013,0.257851
17.4595,32.6262,0.257945
17.4487,32.6511,0.258038
17.4379,32.676,0.258132
17.4272,32.7009,0.258225
17.4164,32.7258,0.258318
17.4057,32.7507,0.258412
17.395,32.7756,0.258505
17.3843,32.8005,0.258598
17.3737,32.8254,0.258691
17.363,32.8503,0.258784
17.3524,32.8752,0.258877
17.3417,32.9001,0.258971
17.3311,32.925,0.259064
17.3205,32.9499,0.259156
17.3099,32.9748,0.259249
17.2994,32.9997,0.259342
17.2888,33.0246,0.259435
17.2783,33.0495,0.259528
17.2677,33.0744,0.259621
17.2572,33.0993,0.259713
17.2467,33.1242,0.259806
17.2362,33.1491,0.259899
17.2258,33.174,0.259991
17.2153,33.1989,0.260084
17.2049,33.2238,0.260176
17.1944,33.2487,0.260269
17.184,33.2736,0.260361
17.1736,33.2985,0.260454
17.1632,33.3234,0.260546
17.1529,33.3483,0.260638
17.1425,33.3732,0.260731
17.1322,33.3981,0.260823
17.1219,33.423,0.260915
17.1115,33.4479,0.261007
17.1012,33.4728,0.261099
17.091,33.4977,0.261191
17.0807,33.5227,0.261284
17.0704,33.5476,0.261376
17.0602,33.5725,0.261467
17.05,33.5974,0.261559
17.0398,33.6223,0.261651
17.0296,33.6472,0.261743
17.0194,33.6721,0.261835
17.0092,33.697,0.261927
16.999,33.7219,0.262018
16.9889,33.7468,0.26211
16.9788,33.7717,0.262202
16.9686,33.7966,0.262293
16.9585,33.8215,0.262385
16.9485,33.8464,0.262476
16.9384,33.8713,0.262568
16.9283,33.8962,0.262659
16.9183,33.9211,0.262751
16.9082,33.946,0.262842
16.8982,33.9709,0.262934
16.8882,33.9958,0.263025
16.8782,34.0207,0.263116
16.8682,34.0456,0.263207
16.8583,34.0705,0.263298
16.8483,34.0954,0.26339
16.8384,34.1203,0.263481
16.8284,34.1452,0.263572
16.8185,34.1701,0.263663
16.8086,34.195,0.263754
16.7987,34.2199,0.263845
16.7889,34.2448,0.263936
16.779,34.2697,0.264027
16.7691,34.2946,0.264117
16.7593,34.3195,0.264208
16.7495,34.3444,0.264299
16.7397,34.3693,0.26439
16.7299,34.3942,0.26448
16.7201,34.4191,0.264571
16.7103,34.444,0.264662
16.7006,34.4689,0.264752
16.6908,34.4938,0.264843
16.6811,34.5188,0.264933
16.6714,34.5437,0.265024
16.6617,34.5686,0.265114
16.652,34.5935,0.265204
16.6423,34.6184,0.265295
16.6326,34.6433,0.265385
16.623,34.6682,0.265475
16.6133,34.6931,0.265566
16.6037,34.718,0.265656
16.5941,34.7429,0.265746
16.5845,34.7678,0.265836
16.5749,34.7927,0.265926
16.5653,34.8176,0.266016
16.5558,34.8425,0.266106
16.5462,34.8674,0.266196
16.5367,34.8923,0.266286
16.5271,34.9172,0.266376
16.5176,34.9421,0.266466
16.5081,34.967,0.266556
16.4986,34.9919,0.266645
16.4891,35.0168,0.266735
16.4797,35.0417,0.266825
16.4702,35.0666,0.266914
16.4608,35.0915,0.267004
16.4514,35.1164,0.267094
16.4419,35.1413,0.267183
16.4325,35.1662,0.267273
16.4232,35.1911,0.267362
16.4138,35.216,0.267452
16.4044,35.2409,0.267541
16.395,35.2658,0.26763
16.3857,35.2907,0.26772
16.3764,35.3156,0.267809
16.3671,35.3405,0.267898
16.3578,35.3654,0.267988
16.3485,35.3903,0.268077
16.3392,35.4152,0.268166
16.3299,35.4401,0.268255
16.3206,35.465,0.268344
16.3114,35.4899,0.268433
16.3022,35.5149,0.268522
16.2929,35.5398,0.268611
16.2837,35.5647,0.2687
16.2745,35.5896,0.268789
16.2653,35.6145,0.268878
16.2562,35.6394,0.268967
16.247,35.6643,0.269055
16.2379,35.6892,0.269144
16.2287,35.7141,0.269233
16.2196,35.739,0.269322
16.2105,35.7639,0.26941
16.2014,35.7888,0.269499
16.1923,35.8137,0.269587
16.1832,35.8386,0.269676
16.1741,35.8635,0.269764
16.1651,35.8884,0.269853
16.156,35.9133,0.269941
16.147,35.9382,0.27003
16.138,35.9631,0.270118
16.1289,35.988,0.270206
16.1199,36.0129,0.270295
16.111,36.0378,0.270383
16.102,36.0627,0.270471
16.093,36.0876,0.270559
16.0841,36.1125,0.270648
16.0751,36.1374,0.270736
16.0662,36.1623,0.270824
16.0573,36.1872,0.270912
16.0484,36.2121,0.271
16.0395,36.237,0.271088
16.0306,36.2619,0.271176
16.0217,36.2868,0.271264
16.0128,36.3117,0.271351
16.004,36.3366,0.271439
15.9951,36.3615,0.271527
15.9863,36.3864,0.271615
15.9775,36.4113,0.271702
15.9687,36.4362,0.27179
15.9599,36.4611,0.271878
15.9511,36.486,0.271965
15.9423,36.511,0.272053
15.9335,36.5359,0.272141
15.9248,36.5608,0.272228
15.916,36.5857,0.272316
15.9073,36.6106,0.272403
15.8986,36.6355,0.27249
15.8899,36.6604,0.272578
15.8812,36.6853,0.272665
15.8725,36.7102,0.272752
15.8638,36.7351,0.27284
15.8552,36.76,0.272927
15.8465,36.7849,0.273014
15.8379,36.8098,0.273101
15.8292,36.8347,0.273188
15.8206,36.8596,0.273275
15.812,36.8845,0.273363
15.8034,36.9094,0.27345
15.7948,36.9343,0.273537
15.7862,36.9592,0.273623
15.7776,36.9841,0.27371
15.7691,37.009,0.273797
15.7605,37.0339,0.273884
15.752,37.0588,0.273971
15.7435,37.0837,0.274058
15.7349,37.1086,0.274145
15.7264,37.1335,0.274231
15.7179,37.1584,0.274318
15.7095,37.1833,0.274405
15.701,37.2082,0.274491
15.6925,37.2331,0.274578
15.6841,37.258,0.274664
15.6756,37.2829,0.274751
15.6672,37.3078,0.274837
15.6588,37.3327,0.274924
15.6504,37.3576,0.27501
15.642,37.3825,0.275097
15.6336,37.4074,0.275183
15.6252,37.4323,0.275269
15.6168,37.4572,0.275355
15.6084,37.4821,0.275442
15.6001,37.5071,0.275528
15.5918,37.532,0.275614
15.5834,37.5569,0.2757
15.5751,37.5818,0.275786
15.5668,37.6067,0.275872
15.5585,37.6316,0.275958
15.5502,37.6565,0.276044
15.5419,37.6814,0.27613
15.5337,37.7063,0.276216
15.5254,37.7312,0.276302
15.5171,37.7561,0.276388
15.5089,37.781,0.276474
15.5007,37.8059,0.27656
15.4925,37.8308,0.276646
15.4842,37.8557,0.276731
15.476,37.8806,0.276817
15.4679,37.9055,0.276903
15.4597,37.9304,0.276988
15.4515,37.9553,0.277074
15.4433,37.9802,0.27716
15.4352,38.0051,0.277245
15.4271,38.03,0.277331
15.4189,38.0549,0.277416
15.4108,38.0798,0.277501
15.4027,38.1047,0.277587
15.3946,38.1296,0.277672
15.3865,38.1545,0.277758
15.3784,38.1794,0.277843
15.3703,38.2043,0.277928
15.3623,38.2292,0.278013
15.3542,38.2541,0.278099
15.3462,38.279,0.278184
15.3382,38.3039,0.278269
15.3301,38.3288,0.278354
15.3221,38.3537,0.278439
15.3141,38.3786,0.278524
15.3061,38.4035,0.278609
15.2981,38.4284,0.278694
15.2902,38.4533,0.278779
15.2822,38.4782,0.278864
15.2742,38.5032,0.278949
15.2663,38.5281,0.279034
15.2583,38.553,0.279119
15.2504,38.5779,0.279203
15.2425,38.6028,0.279288
15.2346,38.6277,0.279373
15.2267,38.6526,0.279458
15.2188,38.6775,0.279542
15.2109,38.7024,0.279627
15.203,38.7273,0.279712
15.1952,38.7522,0.279796
15.1873,38.7771,0.279881
15.1795,38.802,0.279965
15.1717,38.8269,0.28005
15.1638,38.8518,0.280134
15.156,38.8767,0.280218
15.1482,38.9016,0.280303
15.1404,38.9265,0.280387
15.1326,38.9514,0.280471
15.1248,38.9763,0.280556
15.1171,39.0012,0.28064
15.1093,39.0261,0.280724
15.1016,39.051,0.280808
15.0938,39.0759,0.280893
15.0861,39.1008,0.280977
15.0783,39.1257,0.281061
15.0706,39.1506,0.281145
15.0629,39.1755,0.281229
15.0552,39.2004,0.281313
15.0475,39.2253,0.281397
15.0399,39.2502,0.281481
15.0322,39.2751,0.281565
15.0245,39.3,0.281649
15.0169,39.3249,0.281732
15.0092,39.3498,0.281816
15.0016,39.3747,0.2819
14.994,39.3996,0.281984
14.9864,39.4245,0.282067
14.9787,39.4494,0.282151
14.9711,39.4743,0.282235
14.9636,39.4992,0.282318
14.956,39.5242,0.282402
14.9484,39.5491,0.282485
14.9408,39.574,0.282569
14.9333,39.5989,0.282652
14.9257,39.6238,0.282736
14.9182,39.6487,0.282819
14.9107,39.6736,0.282903
14.9031,39.6985,0.282986
14.8956,39.7234,0.283069
14.8881,39.7483,0.283153
14.8806,39.7732,0.283236
14.8732,39.7981,0.283319
14.8657,39.823,0.283403
14.8582,39.8479,0.283486
14.8507,39.8728,0.283569
14.8433,39.8977,0.283652
14.8359,39.9226,0.283735
14.8284,39.9475,0.283818
14.821,39.9724,0.283901
14.8136,39.9973,0.283984
14.8062,40.0222,0.284067
14.7988,40.0471,0.28415
14.7914,40.072,0.284233
14.784,40.0969,0.284316
14.7766,40.1218,0.284399
14.7693,40.1467,0.284482
14.7619,40.1716,0.284564
14.7545,40.1965,0.284647
14.7472,40.2214,0.28473
14.7399,40.2463,0.284812
14.7325,40.2712,0.284895
14.7252,40.2961,0.284978
14.7179,40.321,0.28506
14.7106,40.3459,0.285143
14.7033,40.3708,0.285225
14.6961,40.3957,0.285308
14.6888,40.4206,0.28539
14.6815,40.4455,0.285473
14.6743,40.4704,0.285555
14.667,40.4953,0.285638
14.6598,40.5203,0.28572
14.6525,40.5452,0.285802
14.6453,40.5701,0.285885
14.6381,40.595,0.285967
14.6309,40.6199,0.286049
14.6237,40.6448,0.286131
14.6165,40.6697,0.286214
14.6093,40.6946,0.286296
14.6021,40.7195,0.286378
14.595,40.7444,0.28646
14.5878,40.7693,0.286542
14.5806,40.7942,0.286624
14.5735,40.8191,0.286706
14.5664,40.844,0.286788
14.5592,40.8689,0.28687
14.5521,40.8938,0.286952
14.545,40.9187,0.287034
14.5379,40.9436,0.287116
14.5308,40.9685,0.287198
14.5237,40.9934,0.287279
14.5166,41.0183,0.287361
14.5096,41.0432,0.287443
14.5025,41.0681,0.287525
14.4955,41.093,0.287606
14.4884,41.1179,0.287688
14.4814,41.1428,0.287769
14.4743,41.1677,0.287851
14.4673,41.1926,0.287933
14.4603,41.2175,0.288014
14.4533,41.2424,0.288096
14.4463,41.2673,0.288177
14.4393,41.2922,0.288259
14.4323,41.3171,0.28834
14.4253,41.342,0.288421
14.4184,41.3669,0.288503
14.4114,41.3918,0.288584
14.4044,41.4167,0.288665
14.3975,41.4416,0.288747
14.3906,41.4665,0.288828
14.3836,41.4914,0.288909
14.3767,41.5164,0.28899
14.3698,41.5413,0.289071
14.3629,41.5662,0.289152
14.356,41.5911,0.289234
14.3491,41.616,0.289315
14.3422,41.6409,0.289396
14.3353,41.6658,0.289477
14.3284,41.6907,0.289558
14.3216,41.7156,0.289639
14.3147,41.7405,0.28972
14.3079,41.7654,0.2898
14.301,41.7903,0.289881
14.2942,41.8152,0.289962
14.2874,41.8401,0.290043
14.2806,41.865,0.290124
14.2738,41.8899,0.290204
14.267,41.9148,0.290285
14.2602,41.9397,0.290366
14.2534,41.9646,0.290446
14.2466,41.9895,0.290527
14.2398,42.0144,0.290608
14.2331,42.0393,0.290688
14.2263,42.0642,0.290769
14.2195,42.0891,0.290849
14.2128,42.114,0.29093
14.2061,42.1389,0.29101
14.1993,42.1638,0.291091
14.1926,42.1887,0.291171
14.1859,42.2136,0.291252
14.1792,42.2385,0.291332
14.1725,42.2634,0.291412
14.1658,42.2883,0.291492
14.1591,42.3132,0.291573
14.1524,42.3381,0.291653
14.1458,42.363,0.291733
14.1391,42.3879,0.291813
14.1325,42.4128,0.291894
14.1258,42.4377,0.291974
14.1192,42.4626,0.292054
14.1125,42.4875,0.292134
14.1059,42.5125,0.292214
14.0993,42.5374,0.292294
14.0927,42.5623,0.292374
14.0861,42.5872,0.292454
14.0795,42.6121,0.292534
14.0729,42.637,0.292614
14.0663,42.6619,0.292693
14.0597,42.6868,0.292773
14.0531,42.7117,0.292853
14.0466,42.7366,0.292933
14.04,42.7615,0.293013
14.0335,42.7864,0.293092
14.0269,42.8113,0.293172
14.0204,42.8362,0.293252
14.0139,42.8611,0.293331
14.0074,42.886,0.293411
14.0008,42.9109,0.293491
13.9943,42.9358,0.29357
13.9878,42.9607,0.29365
13.9813,42.9856,0.293729
13.9749,43.0105,0.293809
13.9684,43.0354,0.293888
13.9619,43.0603,0.293968
13.9554,43.0852,0.294047
13.949,43.1101,0.294126
13.9425,43.135,0.294206
13.9361,43.1599,0.294285
13.9297,43.1848,0.294364
13.9232,43.2097,0.294444
13.9168,43.2346,0.294523
13.9104,43.2595,0.294602
13.904,43.2844,0.294681
13.8976,43.3093,0.29476
13.8912,43.3342,0.294839
13.8848,43.3591,0.294919
13.8784,43.384,0.294998
13.872,43.4089,0.295077
13.8657,43.4338,0.295156
13.8593,43.4587,0.295235
13.8529,43.4836,0.295314
13.8466,43.5086,0.295393
13.8402,43.5335,0.295471
13.8339,43.5584,0.29555
13.8276,43.5833,0.295629
13.8213,43.6082,0.295708
13.8149,43.6331,0.295787
13.8086,43.658,0.295866
13.8023,43.6829,0.295944
13.796,43.7078,0.296023
13.7897,43.7327,0.296102
13.7835,43.7576,0.29618
13.7772,43.7825,0.296259
13.7709,43.8074,0.296338
13.7647,43.8323,0.296416
13.7584,43.8572,0.296495
13.7522,43.8821,0.296573
13.7459,43.907,0.296652
13.7397,43.9319,0.29673
13.7334,43.9568,0.296809
13.7272,43.9817,0.296887
13.721,44.0066,0.296966
13.7148,44.0315,0.297044
13.7086,44.0564,0.297122
13.7024,44.0813,0.297201
13.6962,44.1062,0.297279
13.69,44.1311,0.297357
13.6838,44.156,0.297435
13.6777,44.1809,0.297514
13.6715,44.2058,0.297592
13.6653,44.2307,0.29767
13.6592,44.2556,0.297748
13.653,44.2805,0.297826
13.6469,44.3054,0.297904
13.6408,44.3303,0.297982
13.6346,44.3552,0.29806
13.6285,44.3801,0.298138
13.6224,44.405,0.298216
13.6163,44.4299,0.298294
13.6102,44.4548,0.298372
13.6041,44.4797,0.29845
13.598,44.5047,0.298528
13.5919,44.5296,0.298606
13.5859,44.5545,0.298684
13.5798,44.5794,0.298761
13.5737,44.6043,0.298839
13.5677,44.6292,0.298917
13.5616,44.6541,0.298995
13.5556,44.679,0.299072
13.5495,44.7039,0.29915
13.5435,44.7288,0.299227
13.5375,44.7537,0.299305
13.5315,44.7786,0.299383
13.5254,44.8035,0.29946
13.5194,44.8284,0.299538
13.5134,44.8533,0.299615
13.5074,44.8782,0.299693
13.5015,44.9031,0.29977
13.4955,44.928,0.299848
13.4895,44.9529,0.299925
13.4835,44.9778,0.300002
13.4776,45.0027,0.30008
13.4716,45.0276,0.300157
13.4656,45.0525,0.300234
13.4597,45.0774,0.300312
13.4538,45.1023,0.300389
13.4478,45.1272,0.300466
13.4419,45.1521,0.300543
13.436,45.177,0.30062
13.4301,45.2019,0.300698
13.4242,45.2268,0.300775
13.4182,45.2517,0.300852
13.4123,45.2766,0.300929
13.4065,45.3015,0.301006
13.4006,45.3264,0.301083
13.3947,45.3513,0.30116
13.3888,45.3762,0.301237
13.3829,45.4011,0.301314
13.3771,45.426,0.301391
13.3712,45.4509,0.301467
13.3654,45.4758,0.301544
13.3595,45.5008,0.301621
13.3537,45.5257,0.301698
13.3479,45.5506,0.301775
13.342,45.5755,0.301852
13.3362,45.6004,0.301928
13.3304,45.6253,0.302005
13.3246,45.6502,0.302082
13.3188,45.6751,0.302158
13.313,45.7,0.302235
13.3072,45.7249,0.302312
13.3014,45.7498,0.302388
13.2956,45.7747,0.302465
13.2899,45.7996,0.302541
13.2841,45.8245,0.302618
13.2783,45.8494,0.302694
13.2726,45.8743,0.302771
13.2668,45.8992,0.302847
13.2611,45.9241,0.302923
13.2553,45.949,0.303
13.2496,45.9739,0.303076
13.2439,45.9988,0.303152
13.2382,46.0237,0.303229
13.2324,46.0486,0.303305
13.2267,46.0735,0.303381
13.221,46.0984,0.303458
13.2153,46.1233,0.303534
13.2096,46.1482,0.30361
13.2039,46.1731,0.303686
13.1983,46.198,0.303762
13.1926,46.2229,0.303838
13.1869,46.2478,0.303914
13.1813,46.2727,0.30399
